location,built_area_sqft,bhk,bathrooms,lift,air_conditioner,parking,gym,security,water_supply,rent
Amritsar,1558.011962774375,2,1,1,1,0,1,1,1,123999.103500891
Bhimavaram,3452.951522565342,1,2,0,0,1,1,1,0,106802.41913691175
Hubli,3023.901192171809,1,3,0,1,0,0,1,1,262945.4314952801
Hosur,743.4373983275582,3,3,0,0,0,0,1,0,34399.1429209944
Bhavnagar,1943.327275551161,4,1,1,0,0,1,1,0,124052.74086135802
Baddi,505.0111491229521,1,1,0,1,1,0,0,1,35917.13273964348
Cheepurupalli,2131.204527770832,4,2,0,0,0,1,1,0,92972.67847206682
Solapur,2784.762442123845,3,2,0,1,0,0,1,1,84089.06484201833
Wardha,826.6094449533456,4,1,0,1,1,1,0,0,49169.669298903325
Raichur,1439.9857800729965,2,3,1,0,0,0,1,0,95548.0235083491
Kanpur,1832.211851807765,4,2,1,0,1,1,0,0,152189.15727199015
Kannur,3710.311688761779,3,1,0,0,1,1,0,1,181899.8127685393
Jaipur,3975.7180555226705,3,1,0,0,1,0,1,0,310775.4280615446
Delhi,561.6806763842171,3,3,0,1,1,0,0,0,71490.7930243283
Mandya,3139.6285245834115,4,1,1,0,0,0,1,1,132523.09122827012
Bharuch,1738.2066390484356,2,1,1,0,1,0,1,0,52424.69418225542
Srinagar,1812.8494704261282,1,2,1,0,1,0,0,0,67118.8237581807
Varanasi,3115.3539040492815,2,1,0,1,0,1,0,0,143546.6422907964
Khandwa,3706.335155723471,4,1,1,0,0,1,0,0,153756.6360327846
Guwahati,3823.3429402091742,4,2,1,1,0,0,1,1,138237.10097042075
Palasa,2477.641309737955,1,3,1,0,1,1,1,0,76742.84000748418
Satara,1685.6361734818101,4,3,1,1,0,1,0,0,86873.48716571213
Cachar,3235.1767090916055,3,2,1,0,1,0,1,1,197349.5264281725
Proddatur,1303.604979744281,3,2,0,0,1,1,1,0,59163.32220947086
Bhavnagar,2430.666503800664,3,3,0,1,0,1,0,0,108891.54099662749
Sagar Nagar,1690.8824614895434,3,3,0,0,0,0,0,1,98995.80227415315
Saharsa,2763.871865348354,3,3,0,0,0,0,0,1,125933.36578316943
Baramulla,1265.4360864166247,4,3,1,0,0,1,0,1,62110.58837783641
Navsari,1089.7346046453727,1,3,0,1,0,0,0,1,45001.25836517754
Nalgonda,3705.6607120315734,1,2,0,0,0,1,0,0,87737.10499357058
Kolkata,766.4932586183329,3,1,0,1,1,0,0,1,58042.95608890653
Patna,2221.448467845754,4,3,1,1,1,0,0,0,131044.14806383135
Rewa,1195.070018666832,2,3,0,1,0,0,0,1,67742.88827140996
Raigarh,540.1478679724028,2,1,1,0,1,0,0,0,54046.835310368646
Kadapa,529.667745849135,4,1,1,1,1,1,1,1,71393.67947737385
Gajapathinagaram,1030.7983795809785,3,1,1,1,1,0,1,1,57812.32888241184
Salur,3520.373276221601,1,1,0,0,1,0,0,0,113292.32530399463
Hubli,1416.923478317296,4,1,1,1,1,1,1,1,145108.4655394359
Alappuzha,3821.6530140710647,2,1,0,1,1,1,1,1,153395.4506760158
Beach Road,2493.8402547610967,2,2,0,0,0,1,1,1,175983.0556706376
Bilaspur,1971.8110831675579,2,1,0,0,0,1,1,0,151981.1635430763
Kottayam,2488.3198048100367,3,1,1,1,0,0,1,1,118911.10229384321
Kakinada,2260.114186814564,2,2,1,0,1,1,1,1,121094.17661436426
Margao,3131.5945135263705,4,1,0,0,0,0,0,0,176856.1605373033
Palwal,1416.9858375022682,4,3,1,0,0,1,0,0,61931.77457959441
Kasganj,1670.9814097610886,2,3,1,1,0,0,1,1,46614.65034659781
Bhavnagar,3618.7394891197027,4,1,1,1,1,1,1,0,107887.51247805786
Moradabad,3807.2434473414596,2,2,0,0,0,0,0,0,153760.35454133348
Jalgaon,3613.209618951308,2,3,1,1,1,0,1,0,153574.03192428494
Bhadrak,1910.012778246329,1,2,1,0,0,1,1,1,126869.06327093735
Anakapalle,3209.315810824774,3,3,0,0,0,0,1,1,104228.95908093592
Rajkot,2114.808639883956,3,1,1,0,0,0,1,0,187061.3519582902
Ichchapuram,2191.1434677259676,1,2,0,0,1,0,1,1,123564.83058900808
Pendurthi,1136.8483926062222,1,2,1,0,1,0,0,0,73550.1566480763
Jammu,2528.0690917306592,3,2,1,1,1,1,0,1,188261.60626315573
Sehore,1070.0892319120526,2,3,1,1,1,0,1,0,60875.07178574844
Zirakpur,1593.6329166418975,2,3,1,1,1,0,0,1,73964.93594335235
Kasganj,3478.1087258317666,3,3,1,1,0,1,1,0,157068.16666242067
Yadgir,1145.4729131590789,2,1,1,0,0,1,1,1,86059.18157362979
Solan,656.1698266243582,1,3,0,0,1,1,1,1,53706.70186921792
Bhimavaram,648.4273334061387,2,1,1,1,1,0,1,0,77769.7238138633
Salem,3786.8242738111885,2,2,1,1,0,0,1,1,150144.81690068525
Solan,2224.9135766626046,4,2,1,0,1,1,1,1,119564.45718477291
Delhi,1873.883458541266,4,1,0,0,0,0,1,1,100923.94712851655
Ratlam,3319.1628916285063,4,3,0,0,1,1,1,1,113791.5737121395
Bhatinda,3408.9733404778576,2,1,0,1,0,0,1,1,194956.44044961114
Nashik,1595.8877192161765,3,2,1,0,1,1,0,1,98551.57070161038
Dewas,2897.025006905663,1,2,1,0,1,0,1,1,185644.00299241065
Kanpur,3176.042137066792,2,1,0,1,0,1,0,1,174208.34172315733
Guntur,2756.742472717436,3,3,0,1,0,0,0,0,257769.75697956188
Jhansi,945.7422692803577,2,3,0,1,1,1,1,1,65013.033805523286
Nellimarla,3553.1791006614053,1,1,1,0,1,0,0,0,161578.55070420093
Rohtak,2340.7403898496314,2,1,0,0,0,0,1,1,64438.737217367554
Morena,1416.9007349320132,1,3,1,1,1,0,1,0,97169.72797911393
Haridwar,1930.821467575698,2,2,1,0,0,1,1,1,138976.21729365335
Anantnag,535.2559254360666,1,1,1,0,0,0,1,0,23265.710395305494
Chandrapur,860.3204844007032,2,3,0,0,1,0,0,0,44443.23311476154
Chandigarh,3155.968301857099,1,3,1,1,0,0,0,1,306381.4137074724
Dondaparthy,400.0418851193181,4,2,0,1,0,1,1,0,39693.788059865125
Bokaro,1899.636982536252,2,2,0,0,1,0,0,1,73887.25167803788
Kochi,2281.036651908118,2,2,0,0,0,1,0,1,86521.44264904532
Delhi,596.6839120035003,3,2,0,0,0,0,0,0,64180.17345135265
Muzaffarpur,3903.081386700398,3,2,1,0,0,1,1,1,313694.34244634723
Chandigarh,1214.051192498819,1,1,1,1,0,1,0,0,84808.27489466766
Thrissur,1495.115390690611,2,3,1,1,1,0,0,0,68517.24974655497
Bharatpur,1494.1930441180984,1,1,1,0,0,1,0,1,118433.1578689894
Jagadamba Junction,1229.4999836224597,4,1,0,0,1,1,1,1,102328.29040647848
Alappuzha,405.3057595107211,3,1,0,1,0,0,0,1,51739.132554919895
Tiruchirappalli,3025.641258716787,1,1,0,0,1,1,0,1,161951.77909655104
Baddi,3880.643799277427,1,1,0,1,0,1,1,1,175827.7311230012
Shivamogga,1207.456539826162,3,2,1,0,1,1,0,0,82290.38241887144
Silchar,2786.9698904923207,2,2,0,1,0,1,1,0,153497.21908602858
Guntur,3070.8267770513744,1,3,1,0,0,0,1,1,118122.74243586013
Vijayawada,3454.331364725889,3,1,0,0,0,1,1,1,158914.84456607935
Sagar Nagar,1921.4651092489928,2,3,0,1,0,1,1,1,65025.03964879346
Ulhasnagar,1490.5512603055452,4,2,0,1,1,0,1,0,100757.78715249711
Nagpur,1571.062482482912,3,2,0,0,1,0,1,0,80857.16181276241
Gurgaon,2965.436799154646,1,2,1,0,0,1,0,0,110639.15549697493
Kota,3340.4060794202896,4,1,1,1,1,0,1,1,268236.56974397297
Tekkali,1053.8102839237695,2,1,1,1,0,0,0,1,68220.68206419237
Lawsons Bay Colony,1735.3876293679548,2,2,1,0,0,0,0,0,75305.06374094819
Dehradun,3646.98470829694,3,3,0,0,1,0,1,1,252298.93623158467
Shimla,3304.0966709010613,3,3,0,1,1,0,0,1,312942.2977724112
Salur,3945.490249944913,3,2,1,1,1,0,0,0,219594.73018735676
Vadodara,3115.2937348554906,2,3,1,1,0,0,0,0,128930.39520076955
Pendurthi,1815.5027237005202,4,2,0,1,0,0,1,1,68793.45246506174
Kailasagiri,2526.296202380696,2,3,0,1,1,0,0,0,95432.17825069626
Khandwa,2779.651315290353,1,2,1,0,0,1,0,1,172790.87613879846
Bangalore,682.4409387416463,2,3,1,0,1,1,1,0,35410.116223528676
Sirsa,2360.189052773914,1,1,1,1,1,1,0,0,102443.85899677887
Chhindwara,2953.5549825013945,4,2,0,0,1,1,0,1,131611.89549487556
Baddi,1002.3566944038174,3,2,1,0,1,1,0,1,66004.43092834186
Tirunelveli,3210.2741827320056,3,3,1,1,1,0,1,0,176209.180437752
Hamirpur,2501.582009850802,2,2,1,0,1,0,0,1,115938.60915701854
Darbhanga,3827.9984285113405,3,2,1,0,0,1,0,0,206042.8020922969
HB Colony,552.7202735448101,4,2,1,0,0,1,1,1,50922.969608201776
Coimbatore,1355.1740951996812,3,1,0,1,1,0,1,0,55143.16236262217
Haldwani,2565.5939654793665,2,1,1,1,1,1,1,0,127946.33286034141
Bhadrak,1467.6156839413504,4,3,0,0,1,0,0,0,70548.61717439943
Haridwar,2971.926990656472,1,1,1,0,0,1,1,1,132463.37964415748
Mysuru,3132.4190170789516,2,3,1,0,1,0,1,0,123931.55534013658
Bhavnagar,769.057470639308,1,1,1,0,1,1,1,0,34334.388613954434
Rohtak,2249.876071144364,4,3,0,0,1,0,0,0,66050.00878572954
Cheepurupalli,2232.006000127801,2,1,0,0,0,1,1,0,69454.87371605776
Tezpur,1729.4107727759479,2,1,0,1,1,1,1,1,137666.2761637526
Kavali,3758.5295052508195,4,3,1,0,0,0,1,1,178305.2728609861
Jhansi,3379.0227515435963,3,2,1,0,0,0,1,0,175246.0141311045
Cuttack,2909.9537748746925,2,2,0,1,1,1,1,0,185609.94406456032
Amritsar,2971.575888645991,2,1,0,0,0,1,0,1,157369.72946994004
Udupi,2062.1781177272287,1,3,1,0,0,0,0,0,135059.62640218003
Jagdalpur,3715.5802759476733,3,2,0,0,0,0,1,1,93582.48706475733
Dehradun,2900.5435381118273,1,3,1,0,1,0,1,0,204345.49780688353
Haridwar,3024.331821960939,1,2,0,1,0,1,1,1,246921.14213121013
Kasganj,3502.0872536344427,3,3,0,0,1,1,0,0,194041.3421059669
Sambhal,1386.6577216318876,3,1,0,1,1,0,0,1,65793.10672661585
Jaipur,3305.455253920131,4,3,1,0,1,1,0,1,188370.34928605062
Gopalapatnam,1102.8661706433713,3,2,1,0,0,1,0,1,52080.358023995796
Bheemunipatnam,1643.2310280815962,2,1,0,1,1,0,1,0,90213.16299624387
Rushikonda,1608.1976353714338,3,3,1,0,0,1,1,1,113249.14092727413
Tenali,3922.691686200906,4,2,1,1,0,0,1,1,190938.60601024912
Venkojipalem,3483.534005492537,4,1,1,1,0,0,1,0,189230.88597392282
Ambattur,2924.2115017249353,4,3,1,1,0,1,0,0,166977.5106405454
Kasganj,3017.404341815404,3,2,0,0,1,1,1,0,117955.1688081064
Jhansi,2423.4620598492556,3,3,1,0,1,0,0,0,149837.18795047628
Hubli,3809.5264015906687,1,3,1,0,0,0,0,1,299413.8497078829
Yelamanchili,2186.5315103765015,1,1,0,0,1,0,1,0,45289.770133594706
Raisen,1769.8637555316202,2,1,1,1,1,1,0,0,103086.926153303
Malda,986.9272129537276,1,2,1,0,1,0,0,0,32894.377419835146
MVP Colony,3230.3403481398086,2,1,1,0,0,0,1,0,186017.1959624746
Raisen,3043.9981554721294,4,2,0,1,1,0,0,0,213927.69774613375
Sehore,1783.6781386868856,1,3,0,1,0,0,0,0,119047.85573703336
Lawsons Bay Colony,490.6962902532257,3,3,1,0,1,1,1,0,46244.456487125746
Pondicherry,3420.3903797848384,1,2,1,1,0,1,0,1,142157.26497783564
Daman,441.1047404346651,2,3,0,1,0,0,0,1,33823.37544782994
Aizawl,2933.3192066645834,1,1,0,1,0,1,1,1,164102.21870843245
Tumkur,3892.9255950138054,4,3,0,1,1,1,0,1,147322.05431367777
Dindigul,1975.5807813335325,3,1,1,1,0,1,1,1,113632.9245140201
Wardha,1245.90425798543,2,2,1,0,1,0,0,0,39309.50292859817
Cheepurupalli,2937.535636156174,3,2,0,0,0,1,0,0,105823.15536940088
Bharuch,3341.6613112561067,3,3,1,0,1,1,1,0,117462.63507951303
Raigarh,2367.1491378802502,2,3,1,0,0,0,1,0,214539.91172793217
Salem,3881.3269909221262,3,1,1,0,1,0,0,1,184291.8388848948
Surendranagar,586.0073979686599,3,1,1,0,0,1,1,1,45189.312935109505
Margao,2217.264153896301,1,3,1,0,0,1,0,0,74745.03005168772
Cheepurupalli,2986.4342103611802,3,3,1,1,0,0,1,0,132417.89091958822
Nashik,3505.505696137044,3,2,1,0,1,0,0,1,127650.49487739897
Shivamogga,1045.3202028680441,3,2,0,0,0,0,0,1,76190.54185391354
Bilaspur,3280.012534349253,3,2,0,0,0,0,0,1,259105.25592725657
Nellore,2389.745472586763,2,3,0,1,0,1,0,0,112484.69754400285
Karauli,1827.5932551638675,4,3,0,0,0,0,0,0,116192.31481906379
Bharuch,874.1741028847368,1,3,0,0,1,1,1,1,47899.22989007329
Shimla,3515.0647320720846,3,2,0,1,0,1,1,1,322970.0698399821
Malappuram,966.1835494469752,3,3,0,0,0,1,0,0,78196.05469954878
Vepagunta,1515.2362931527573,2,1,0,0,1,0,0,0,68669.43497324952
Nagpur,1444.1639150647727,4,3,0,1,1,0,1,0,61326.22427872059
Saharanpur,3537.0905230870753,3,3,1,0,1,1,1,0,162714.42438609133
Zirakpur,2821.730779152033,2,3,1,1,0,1,1,1,136564.09880420644
Noida,3268.0530298889403,1,3,0,0,1,1,1,1,246918.7586423865
Vellore (Rural),1301.6844356529964,1,3,1,0,1,1,1,1,74712.53123269009
Gaya,2649.546758585196,3,1,1,0,1,1,0,0,93515.45423781301
Karauli,2458.2855393174955,3,1,0,1,0,0,0,0,94681.82084996327
Buxar,3398.189356437776,4,3,0,1,0,0,1,0,167190.2071577275
Sitamarhi,3661.9134177325377,4,2,0,1,0,0,1,1,216776.57606552332
Chintalagraharam,443.7643773185925,3,3,1,0,1,1,1,1,38903.23885181389
Seethammadhara,2826.4717086116534,2,3,1,0,0,1,1,1,164766.3110362431
Asansol,586.6088768310244,4,3,0,1,1,0,1,0,53674.158652339844
Marripalem,2375.8911942784816,3,2,1,1,1,0,1,0,132563.38955570437
Meerut,1435.4778245572415,4,2,1,0,1,1,1,1,61752.91852668047
Kota,1504.3957582797084,3,2,1,0,0,0,1,0,126094.98210755951
Baddi,1670.6506124284838,1,1,0,0,1,0,1,1,61141.70666264183
Daman,2636.6528165785962,3,2,1,0,1,0,0,1,159516.04484897683
Bhopal,1602.5798764075691,1,1,1,1,0,1,1,1,66759.5760513576
Bhiwandi,3037.7165821250096,4,1,1,0,1,1,1,1,114420.05616804655
Faridabad,1856.298588065931,3,2,1,0,1,0,0,0,98397.0185381825
Sitamarhi,646.071521115851,4,2,1,0,1,1,0,0,44383.500959790355
Nashik,3221.535432942786,1,2,1,0,0,0,0,0,122707.77674423176
Diu,1428.7299685337416,3,1,1,0,1,0,1,0,91555.00188436105
Nellore,1957.9607665573456,4,3,0,0,0,1,1,0,124221.68564502624
Vapi,2867.5979795988455,1,2,0,0,0,1,1,0,105352.18811074311
Bharatpur,1596.8421657353633,4,2,1,1,1,1,1,1,129610.13539976737
Aizawl,603.7083621281763,2,2,0,1,1,0,0,0,60199.30294746518
Hazaribagh,1746.1157692461288,1,1,1,1,1,0,1,0,59640.949779186274
Kasganj,3800.0148976994924,1,1,1,0,1,0,1,0,127338.4854063447
Rushikonda,2710.2438302748096,1,3,1,1,0,1,0,1,121162.90614460343
Mathura,2817.3249352019448,3,2,0,0,0,0,1,0,158667.79100806598
Vijayawada,2676.2157530955033,3,1,1,0,1,0,1,1,91472.37988397814
Raipur,1116.3717002539724,3,3,1,0,0,0,1,0,54133.75334532866
Bhavnagar,1906.0019107682085,2,2,0,0,1,0,1,0,91756.42470772841
Beach Road,3103.383274107946,2,1,0,1,1,1,0,0,191406.9358750223
Erode,764.9424311913729,1,2,1,0,1,1,0,1,41963.355920677874
Ongole,1400.2699939229642,2,2,0,0,1,1,0,1,87229.60490880537
Hubli,1394.748790477073,4,1,0,1,0,0,0,0,79644.56044571855
Sirsa,1955.2681393402215,1,1,1,1,0,0,1,0,67984.3128674269
Rampur,3929.3274673918663,1,1,1,1,1,0,1,0,184143.8938928807
Karauli,643.009168061759,4,2,1,0,1,1,1,1,74115.40813722895
Sambhal,2267.323579770142,1,2,0,1,0,1,0,1,90795.0786431636
Bhopal,1045.7128552439576,2,3,0,0,0,1,0,0,62611.018599589326
Jodhpur,3894.4355634750787,3,2,0,0,0,1,0,1,180183.75498855417
Guntur,807.8926170188711,4,1,1,1,1,1,1,1,63539.85212562805
Marripalem,1852.9636085017285,2,2,0,1,0,0,1,1,111836.28664642664
Karauli,3056.3859454045823,4,3,0,1,1,1,0,1,100254.75107515446
Panipat,2936.395940898803,4,3,1,0,1,1,0,0,280775.3222065603
Jamshedpur,1921.823092818156,1,1,1,0,0,1,1,0,182462.03618835192
Gopalapatnam,1647.4870046297856,1,1,1,0,1,0,1,1,64824.2784117618
Chhindwara,1831.404562790334,2,3,0,0,0,1,1,1,73433.59992460976
Visakhapatnam,1351.3945473711015,4,3,1,0,1,1,0,1,104921.40963346526
Jamnagar,1139.1985793444792,1,3,0,0,1,1,0,0,35712.346113454034
Chhindwara,2138.942911212004,1,1,0,1,1,0,0,0,90053.68773597153
Chipurupalle,1366.7215218433862,4,3,1,0,1,0,0,1,61707.397324837315
Tiruchirappalli,1434.8619936301004,2,3,1,1,1,1,1,1,107977.03190642732
Karimnagar,2764.3218285084054,2,1,1,1,1,1,1,1,103380.27441207967
Jodhpur,3886.734394119612,4,2,1,1,0,1,1,1,223893.30394319308
Jhalawar,2573.09392201375,2,2,1,1,0,1,0,0,154341.98213962122
Katni,677.1260814338787,1,3,0,1,1,0,1,0,31862.650525187433
Mancherial,672.1010098746411,4,2,0,0,0,1,1,0,67022.89374550385
Mumbai,3825.1235950440373,1,2,0,0,1,0,1,0,253845.7762852852
Jodhpur,1470.246845106401,3,2,1,0,0,1,1,0,44712.55046569218
Jodhpur,731.4411498969116,3,2,0,0,0,0,1,0,46821.09767352655
Saharsa,2556.5605137413736,2,3,1,1,1,0,0,1,110499.12619098889
Ichchapuram,2645.135601844958,3,2,1,1,0,1,1,1,127470.61763962146
Seethammadhara,2734.617352427277,1,2,0,1,1,0,1,0,180447.94451283047
Bharatpur,1362.6473002871487,3,1,0,0,0,1,0,0,116593.23028557123
Yavatmal,454.39846317211016,1,3,1,0,1,0,0,0,40538.521863230824
Proddatur,3874.055330036099,2,1,0,0,0,0,1,1,213681.78374377787
Vasai-Virar,1303.214964487969,2,1,1,0,1,1,1,1,62330.711333579384
Nagpur,2833.694636989171,1,3,0,1,0,1,1,1,72189.95666745739
Nagpur,2943.8675315633545,3,2,0,1,1,0,1,1,132381.024795909
Rajapalayam,2596.0267014861483,2,1,0,0,0,0,0,0,133255.9617084142
Rushikonda,1526.4666191691335,4,3,0,0,1,1,1,1,95173.2827756189
Kolhapur,1375.9465135506366,2,2,0,1,0,1,0,0,82658.28924098519
Kadapa,2551.6058177297314,3,3,1,1,1,1,1,1,196677.1360512459
Sambhal,3517.9442810020896,4,1,0,1,0,0,1,1,137478.2458417784
Pali,3808.241424124224,3,2,0,1,1,1,1,1,232957.84275668222
Chhapra,781.2608958535275,1,2,0,0,1,1,0,1,24492.988174104943
Mysuru,957.3830053517914,4,3,1,1,1,0,1,0,66375.86988379441
Bangalore,3801.0505316190865,3,2,1,1,1,1,1,0,112309.14158806489
Sambalpur,3051.526822005253,4,1,1,1,0,1,0,0,124113.57156288259
Rajgarh,3578.777769387183,3,1,1,1,0,1,1,0,304293.9222585466
Kolhapur,1129.4774828872355,4,1,1,0,0,1,0,0,66756.03367919786
Tuni,2515.3091359938467,3,3,0,0,1,0,1,0,73535.56327904714
Imphal,2924.102539902905,1,2,0,0,1,1,0,0,184091.43436503026
Gorakhpur,2848.4027876091013,4,2,0,0,1,1,0,1,161125.76748336913
Hazaribagh,1869.3460871201132,4,2,1,0,1,1,0,0,59262.95028282328
Dindigul,455.4216100887105,4,1,1,0,1,1,1,1,37070.36617418485
Jhansi,2498.5338044953473,4,2,0,1,0,1,0,0,174813.35879264591
Tirunelveli,1311.1655410465914,1,1,1,1,0,1,0,1,81095.72337196158
Aganampudi,2020.9152861144053,4,2,1,1,0,0,1,0,88541.47910920561
Thoothukudi,3847.2916543017423,2,1,1,1,1,0,0,1,218336.24467674948
Surat,1836.527143512765,1,2,0,0,1,0,1,0,83623.87536797267
Chandigarh,3423.285783991936,2,3,0,1,1,1,1,0,211834.24395199283
Jhalawar,1078.7461806973042,4,3,1,0,1,1,0,0,79168.90933962018
Chennai,2820.8577928901036,3,1,1,1,1,1,0,0,274216.5027965773
Kolkata,3917.2250359801965,2,1,1,1,1,0,1,1,145927.61857840378
Chhapra,766.8151631425724,4,2,1,1,1,1,0,0,62658.26324577999
Kakinada,429.95179201789125,2,2,0,0,0,0,0,0,29024.986031091477
Paschim Medinipur,1960.8980534774116,4,3,1,1,0,1,0,1,105869.91191730426
Delhi,733.4517389849219,4,2,0,0,1,1,0,0,50931.26444966892
Hamirpur,3094.1836588344327,4,1,0,0,1,0,1,1,104434.4933121571
Mysuru,3692.375189854812,3,1,0,1,1,0,1,1,327344.09311739466
Kolar,1962.4755017515317,2,1,1,0,0,0,0,0,92903.18785076051
Siliguri,1331.3619117595874,1,1,0,0,0,0,1,0,27636.548699776544
Paschim Medinipur,1963.8519484237952,1,1,0,1,1,0,0,1,165479.08632906672
Jhalawar,3004.4121442600035,1,3,1,1,0,0,0,0,176895.3354906111
Nanded,432.59498168933555,1,3,1,1,0,1,0,1,43290.44753676788
Dantewada,2522.0343621449097,4,1,1,1,0,0,0,0,233055.88649876797
Jamnagar,2607.8500655945645,2,2,0,1,1,1,1,0,70668.42862263034
Maharanipeta,2695.677688825368,2,1,1,1,0,1,0,1,185836.36081113655
Ranipet,1271.279487931158,3,3,0,0,0,1,1,0,98341.04089000195
Tonk,2970.5898041612563,2,1,0,1,1,1,0,0,188000.21850921484
Cachar,729.009350794395,2,3,1,1,1,1,1,0,56687.354273990466
Patan,1117.3732112804828,2,3,0,0,0,0,1,1,58346.09711703731
Delhi,3558.892167956135,3,1,0,1,1,0,1,0,322322.3708189584
Chandigarh,3059.403342615639,1,1,0,0,0,0,1,1,159583.286855464
Raigarh,449.48399444084293,2,2,0,1,0,1,0,0,40198.914939809474
Ghaziabad,1294.1545373312806,3,3,1,1,1,0,1,1,81749.00437596334
Mathura,1171.8633387753925,3,2,0,0,1,1,0,0,87015.31162373933
Udupi,1374.9027809331014,4,1,1,1,0,1,1,0,79287.61151612598
Kailasagiri,1291.2151730075911,3,3,0,0,1,1,1,1,86456.47422120594
Patan,625.0946646742447,1,2,0,1,1,1,1,0,41993.84589580246
Bijnor,2052.1858597485534,2,2,1,1,0,0,0,1,142982.7158660543
Amudalavalasa,3037.8405092301946,3,2,0,0,0,0,1,0,103689.37075498438
Tadepalligudem,2584.234208982771,1,1,0,1,0,0,0,1,171951.98987263674
Kottayam,2822.338006953087,3,1,0,1,0,0,0,0,181462.0547421782
Gopalapatnam,692.137042730461,3,1,0,0,0,0,0,1,44020.71535895651
Kasganj,3825.366556636434,3,3,0,1,0,1,1,0,138766.33081637698
Bangalore,3418.570601834889,3,1,0,0,1,0,1,1,115643.7258889702
Hubli,3298.325146584386,3,3,1,1,1,1,1,1,307297.8534921337
Jabalpur,3362.741698150363,1,2,1,0,0,1,1,0,187968.1693793586
Satara,3757.757829277941,2,2,1,1,1,1,1,1,175375.58585987758
Thiruvananthapuram,2359.3142780093117,2,1,0,0,1,0,1,1,179922.58019668522
Mysore,1121.0152643234533,2,2,0,0,0,1,1,0,52504.21847646133
Gurgaon,2620.420988269148,2,1,0,1,1,1,0,0,193896.3266607849
Karauli,3074.3733772045803,1,3,1,1,1,0,1,0,197376.21358630795
Amudalavalasa,3056.5026160744915,4,2,0,0,0,1,0,0,95518.73385335425
Amritsar,2277.216487000768,4,1,1,1,1,1,0,0,167544.01991030213
Bhiwandi,646.4513896008809,1,2,0,0,1,1,1,0,34640.320576883
Jhansi,1736.0065783484602,1,2,0,1,0,0,1,1,104831.46934320686
Arilova,3714.7597904680865,3,1,0,1,1,1,0,1,124708.34516612302
Amudalavalasa,2504.0160751267335,3,2,1,0,1,1,0,1,101273.70613556031
Dibrugarh,2337.994995720568,3,2,0,0,1,0,1,0,163234.86109394414
Solapur,1367.8726517758967,2,2,1,1,0,0,0,0,42323.37383799252
Tekkali,1726.416111699684,3,2,0,1,0,1,0,1,58280.08630841829
Rewa,3623.2459209514095,4,3,0,1,1,0,0,1,246561.55763571055
Bijnor,2799.2669710966084,2,2,1,1,1,0,0,0,101683.58703626941
Udaipur,3234.5932963083983,3,2,0,1,0,0,1,1,230357.2810001948
Ghaziabad,2035.6435230435584,2,1,0,0,0,0,1,0,100082.82270981683
Guwahati,2668.8899900421684,4,3,0,1,1,0,0,0,158564.9098558704
Rampur,1294.1809914755472,3,1,0,1,0,0,0,1,92718.68873991762
Raisen,2939.6589890205505,4,1,1,0,1,0,0,0,167723.86592672905
Vasai-Virar,1939.3648013320144,4,1,1,0,1,1,1,0,147388.94285747217
Gandhinagar,1993.163853333084,4,3,0,0,0,0,1,0,101722.93627939925
Udaipur,2737.560368476774,3,1,0,1,0,0,0,0,179080.45335123432
Seethammadhara,3770.610237288136,1,1,1,0,1,0,0,1,132283.00129559092
Yavatmal,630.4228477910353,3,1,0,0,1,1,0,0,56572.83327939961
Kurmannapalem,3369.0756544492274,4,2,1,0,0,0,1,0,110197.92821890862
Mysore,1452.5791974838953,3,1,0,0,1,0,0,1,79425.56305503992
Cuttack,1998.1100362229602,4,3,1,1,0,1,0,0,104944.81478158152
Jhunjhunu,478.88798359003226,1,3,1,1,0,0,0,0,31944.735224887732
Kolar,1483.7658802035269,2,2,1,1,0,1,0,1,80215.47564970588
Vizianagaram,2209.4724734684696,1,3,1,0,0,1,0,1,57195.40435775697
Kothavalasa,602.2338784507805,1,3,0,0,0,0,1,0,19433.4628422632
Chandigarh,2167.9446257793943,2,2,0,0,1,1,1,0,187202.90492540377
Venkojipalem,3737.5982638903383,3,1,1,0,0,0,1,1,174048.12983398384
Arilova,779.4155851880988,2,2,1,0,0,0,0,0,56109.55078156175
Tiruvannamalai,3151.9866210718155,3,1,1,0,0,1,1,0,208592.33932412235
Guwahati,1874.8157921535735,3,1,1,1,0,1,0,0,73943.5282406035
Saharanpur,2758.6253722876168,4,3,0,1,0,0,1,1,151539.61122954474
Nanded,1336.8517527468257,4,2,1,0,0,0,1,0,64865.18063841748
Vapi,974.1721451488899,2,3,1,1,0,1,0,1,71300.40626913468
Vellore,977.6654113764151,1,3,1,0,1,0,0,1,91632.34146852023
Bareilly,653.7710043153207,2,1,1,0,1,0,0,1,31000.976224932216
Thiruvananthapuram,1068.3281376444747,3,3,1,1,1,0,1,1,88264.84592930813
Guwahati,2791.189785960286,4,2,1,0,1,1,0,0,142506.22904198844
Betul,3574.086202636629,2,3,1,1,0,0,1,1,140565.93571678145
Ludhiana,3330.8524681281824,2,3,0,0,1,0,1,0,159333.8610651021
Shimla,2866.483515548143,4,1,1,0,0,0,1,1,138629.8772299854
Kadapa,797.5547082799696,4,2,1,1,1,1,0,1,73022.50664442615
Gulbarga,1441.0748066654194,4,3,1,0,1,1,0,0,88620.91941055527
Kolkata,1515.3047511608884,3,1,0,0,0,1,0,1,120583.91346153805
